energy,energy_per_atom,volume,formation_energy_per_atom,unit_cell_formula,pretty_formula,elements,nelements,e_above_hull,band_gap,density,total_magnetization,material_id,crystal_system,G_Reuss,G_VRH,G_Voigt,G_Voigt_Reuss_Hill,K_Reuss,K_VRH,K_Voigt,K_Voigt_Reuss_Hill,elastic_anisotropy,C11,C22,C33,C44,C55,C66,C12,C13,C23,homogeneous_poisson,poisson_ratio,universal_anisotropy
-8.96370996,-2.24092749,73.24013445601989,-0.3177605316666665,"{'Li': 1.0, 'Hg': 2.0, 'Pd': 1.0}",LiHg2Pd,"['Li', 'Hg', 'Pd']",3,0.0,0.0,11.665945703315169,0.0054772,mp-861896,cubic,5.0,14.0,23.0,14.0,70.0,70.0,70.0,70.0,18.34,73.0,73.0,73.0,37.0,37.0,37.0,68.0,68.0,68.0,0.41,0.41,18.34
-13.98976841,-3.4974421025,65.76032714870746,-0.3560606641666668,"{'Li': 1.0, 'Hg': 1.0, 'Pd': 2.0}",LiHgPd2,"['Li', 'Hg', 'Pd']",3,0.0,0.0,10.614948225351533,0.0004669,mp-862737,cubic,10.0,18.0,25.0,18.0,97.0,97.0,97.0,97.0,7.21,104.0,104.0,104.0,39.0,39.0,39.0,94.0,94.0,94.0,0.41,0.41,7.21
-10.98912296,-2.74728074,62.2006612841201,-0.42279032333333344,"{'Li': 2.0, 'Hg': 1.0, 'Pd': 1.0}",Li2HgPd,"['Li', 'Hg', 'Pd']",3,0.0,0.0,8.566688700067651,0.0001621,mp-865731,cubic,5.0,13.0,21.0,13.0,52.0,52.0,52.0,52.0,15.86,55.0,55.0,55.0,33.0,33.0,33.0,50.0,50.0,50.0,0.39,0.39,15.86
-9.48456872,-2.37114218,76.63630622433583,-0.34269975333333313,"{'Li': 2.0, 'Sn': 1.0, 'Hg': 1.0}",Li2SnHg,"['Li', 'Sn', 'Hg']",3,0.011453512499999707,0.0,7.219316203319741,0.0056449,mp-975578,cubic,-5.0,4.0,12.0,4.0,21.0,21.0,21.0,21.0,-17.26,18.0,18.0,18.0,22.0,22.0,22.0,22.0,22.0,22.0,0.42,0.42,-17.26
-8.15428081,-2.0385702025,68.71311306631898,-0.3000692566666665,"{'Li': 2.0, 'Ag': 1.0, 'Hg': 1.0}",Li2AgHg,"['Li', 'Ag', 'Hg']",3,0.0,0.0,7.789757601566508,0.0032491,mp-865874,cubic,4.0,10.0,17.0,10.0,53.0,53.0,53.0,53.0,18.63,55.0,55.0,55.0,28.0,28.0,28.0,52.0,52.0,52.0,0.41,0.41,18.63
-4.46907751,-1.1172693775,106.0135666812844,-0.15869992499999985,"{'Na': 2.0, 'Cd': 1.0, 'Hg': 1.0}",Na2CdHg,"['Na', 'Cd', 'Hg']",3,0.013950676124999895,0.0,5.622876647666106,1.18e-05,mp-973056,cubic,-25.0,-11.0,3.0,-11.0,35.0,35.0,35.0,35.0,-5.68,30.0,30.0,30.0,8.0,8.0,8.0,37.0,37.0,37.0,0.67,0.67,-5.68
-3.53579034,-0.883947585,99.2371744575867,-0.17752662875000003,"{'Na': 1.0, 'Cd': 1.0, 'Hg': 2.0}",NaCdHg2,"['Na', 'Cd', 'Hg']",3,0.0020270474999999344,0.0,8.978624539098846,0.0036925,mp-976220,cubic,2.0,5.0,9.0,5.0,33.0,33.0,33.0,33.0,19.13,34.0,34.0,34.0,14.0,14.0,14.0,32.0,32.0,32.0,0.42,0.42,19.13
-5.38505117,-1.3462627925,102.22288838978682,-0.17847159875000007,"{'Na': 1.0, 'In': 1.0, 'Hg': 2.0}",NaInHg2,"['Na', 'In', 'Hg']",3,0.0010820775000000005,0.0,8.755477969828611,0.0002623,mp-865100,cubic,15.0,5.0,-5.0,5.0,14.0,14.0,14.0,14.0,-6.67,-16.0,-16.0,-16.0,7.0,7.0,7.0,30.0,30.0,30.0,0.35,0.35,-6.67
-12.68998129,-3.1724953225,71.99533925855965,-0.18028884624999986,"{'Na': 1.0, 'Hg': 1.0, 'Pd': 2.0}",NaHgPd2,"['Na', 'Hg', 'Pd']",3,0.0,0.0,10.065819312599995,0.0005731,mp-865097,cubic,4.0,18.0,32.0,18.0,82.0,82.0,82.0,82.0,38.02,84.0,84.0,84.0,53.0,53.0,53.0,81.0,81.0,81.0,0.4,0.4,38.02
-8.88031669,-2.2200791725,87.16642912738251,-0.2585966912500002,"{'Sc': 1.0, 'Cd': 1.0, 'Hg': 2.0}",ScCdHg2,"['Sc', 'Cd', 'Hg']",3,0.0,0.0,10.640437806043272,4.59e-05,mp-867263,cubic,9.0,16.0,23.0,16.0,67.0,67.0,67.0,67.0,8.61,72.0,72.0,72.0,36.0,36.0,36.0,64.0,64.0,64.0,0.39,0.39,8.61
-4.98125429,-1.2453135725,99.82148419124594,-0.36708268374999997,"{'Ca': 1.0, 'Cd': 1.0, 'Hg': 2.0}",CaCdHg2,"['Ca', 'Cd', 'Hg']",3,0.0,0.0,9.210331943210909,0.0009623,mp-866104,cubic,7.0,10.0,13.0,10.0,48.0,48.0,48.0,48.0,4.11,53.0,53.0,53.0,19.0,19.0,19.0,46.0,46.0,46.0,0.4,0.4,4.11
-5.87667745,-1.4691693625,97.35868246788353,-0.41826518958333314,"{'Ca': 1.0, 'Mg': 1.0, 'Hg': 2.0}",CaMgHg2,"['Ca', 'Mg', 'Hg']",3,0.0,0.0,7.940591736320174,0.0106807,mp-867144,cubic,15.0,16.0,16.0,16.0,40.0,40.0,40.0,40.0,0.26,56.0,56.0,56.0,19.0,19.0,19.0,32.0,32.0,32.0,0.33,0.33,0.26
-6.39484378,-1.598710945,161.37911112597072,-0.2140662687499999,"{'Rb': 2.0, 'Hg': 1.0, 'Au': 1.0}",Rb2HgAu,"['Rb', 'Hg', 'Au']",3,0.030113837773437346,0.0,5.8496012841698635,0.1149401,mp-975176,cubic,7.0,8.0,8.0,8.0,25.0,25.0,25.0,25.0,0.33,32.0,32.0,32.0,9.0,9.0,9.0,21.0,21.0,21.0,0.36,0.36,0.33
-24.41013841,-6.1025346025,76.4074664440436,-0.2702378175,"{'Sc': 2.0, 'Tc': 1.0, 'Hg': 1.0}",Sc2TcHg,"['Sc', 'Tc', 'Hg']",3,0.0,0.0,8.443186068338067,0.0004309,mp-862375,cubic,26.0,28.0,30.0,28.0,111.0,111.0,111.0,111.0,0.83,134.0,134.0,134.0,39.0,39.0,39.0,100.0,100.0,100.0,0.38,0.38,0.83
-17.25242857,-4.3131071425,84.70061404612086,-0.3628330708333327,"{'Sc': 2.0, 'Ag': 1.0, 'Hg': 1.0}",Sc2AgHg,"['Sc', 'Ag', 'Hg']",3,0.0,0.0,7.809966849286088,0.0047158,mp-862702,cubic,28.0,32.0,37.0,32.0,78.0,78.0,78.0,78.0,1.59,101.0,101.0,101.0,50.0,50.0,50.0,67.0,67.0,67.0,0.32,0.32,1.59
-15.31444228,-2.5524070466666666,165.99943441443634,-0.45394480166666656,"{'Ca': 2.0, 'Sn': 2.0, 'Hg': 2.0}",CaSnHg,"['Ca', 'Sn', 'Hg']",3,0.06873453499999993,0.0,7.189918577513862,1.05e-05,mp-1019087,hexagonal,23.0,18.0,14.0,18.0,72.0,66.0,61.0,66.0,-2.21,79.0,79.0,17.0,31.0,31.0,9.0,61.0,62.0,62.0,0.37,0.37,-2.21
-10.9442418,-2.73606045,114.0342939578064,-0.6623480824999999,"{'Ca': 2.0, 'Sn': 1.0, 'Hg': 1.0}",Ca2SnHg,"['Ca', 'Sn', 'Hg']",3,0.0,0.13230000000000075,5.816779061509342,0.0002114,mp-866229,cubic,31.0,31.0,32.0,31.0,3.0,3.0,3.0,3.0,0.16,54.0,54.0,54.0,27.0,27.0,27.0,-23.0,-23.0,-23.0,-0.7,-0.7,0.16
-19.96936548,-4.99234137,57.34513019199181,0.38673865249999917,"{'Cr': 1.0, 'Ni': 2.0, 'Hg': 1.0}",CrNi2Hg,"['Cr', 'Ni', 'Hg']",3,0.4007350799999996,0.0,10.713280307786086,3.8989273,mp-631502,cubic,-47.0,-10.0,26.0,-10.0,124.0,124.0,124.0,124.0,-7.81,108.0,108.0,108.0,52.0,52.0,52.0,132.0,132.0,132.0,0.54,0.54,-7.81
-24.58990189,-6.1474754725,72.57211918139924,1.0954159499999996,"{'In': 1.0, 'Hg': 1.0, 'W': 2.0}",InHgW2,"['In', 'Hg', 'W']",3,1.0954159499999996,0.0,15.629890965294953,0.020632,mp-631431,cubic,-279.0,-112.0,54.0,-112.0,153.0,153.0,153.0,153.0,-5.97,90.0,90.0,90.0,122.0,122.0,122.0,184.0,184.0,184.0,0.98,0.98,-5.97
-14.07014899,-3.5175372475,69.75515338566392,-0.14525425833333294,"{'Ag': 1.0, 'Hg': 1.0, 'Pd': 2.0}",AgHgPd2,"['Ag', 'Hg', 'Pd']",3,0.0,0.0,12.409635481156661,5.63e-05,mp-861501,cubic,-10.0,16.0,41.0,16.0,118.0,118.0,118.0,118.0,-26.65,113.0,113.0,113.0,71.0,71.0,71.0,120.0,120.0,120.0,0.44,0.44,-26.65
-39.79906762,-9.949766905,59.75537854091388,-0.5725114112499998,"{'Ti': 2.0, 'Re': 1.0, 'Ru': 1.0}",Ti2ReRu,"['Ti', 'Re', 'Ru']",3,0.00799372499999862,0.0,10.643472503518101,0.0004688,mp-972275,cubic,88.0,89.0,90.0,89.0,179.0,179.0,179.0,179.0,0.1,320.0,320.0,320.0,79.0,79.0,79.0,108.0,108.0,108.0,0.29,0.29,0.1
-36.24651092,-9.06162773,56.047705449070484,-0.5050774149137922,"{'Ti': 2.0, 'Mn': 1.0, 'Ru': 1.0}",Ti2MnRu,"['Ti', 'Mn', 'Ru']",3,0.0,0.0,7.45842308938283,0.5089932,mp-865469,cubic,76.0,80.0,83.0,80.0,188.0,188.0,188.0,188.0,0.45,341.0,341.0,341.0,62.0,62.0,62.0,112.0,112.0,112.0,0.31,0.31,0.45
-31.95341042,-7.988352605,57.04584064592839,-0.6203723600000002,"{'Ti': 1.0, 'Ga': 1.0, 'Ru': 2.0}",TiGaRu2,"['Ti', 'Ga', 'Ru']",3,0.0,0.0,9.306974001125747,0.002161,mp-865448,cubic,83.0,85.0,87.0,85.0,211.0,211.0,211.0,211.0,0.25,298.0,298.0,298.0,102.0,102.0,102.0,168.0,168.0,168.0,0.32,0.32,0.25
-40.50090034,-10.125225085,61.51941965859378,-0.549823,"{'Ta': 1.0, 'Ti': 1.0, 'Ru': 2.0}",TaTiRu2,"['Ta', 'Ti', 'Ru']",3,0.0,0.0,11.632382394913387,0.0002386,mp-861908,cubic,79.0,79.0,80.0,79.0,231.0,231.0,231.0,231.0,0.06,324.0,324.0,324.0,87.0,87.0,87.0,185.0,185.0,185.0,0.35,0.35,0.06
-35.39845718,-8.849614295,62.293629806133424,-0.6555392537499998,"{'Sc': 1.0, 'Ti': 1.0, 'Ru': 2.0}",ScTiRu2,"['Sc', 'Ti', 'Ru']",3,0.0,0.0,7.862721117687581,0.0020631,mp-972957,cubic,76.0,79.0,81.0,79.0,238.0,238.0,238.0,238.0,0.35,382.0,382.0,382.0,63.0,63.0,63.0,166.0,166.0,166.0,0.35,0.35,0.35
-38.01884724,-9.50471181,59.28117654055824,-0.6484331349999994,"{'Ti': 2.0, 'Tc': 1.0, 'Ru': 1.0}",Ti2TcRu,"['Ti', 'Tc', 'Ru']",3,0.0,0.0,8.257824617482472,0.0013833,mp-865650,cubic,90.0,94.0,97.0,94.0,206.0,206.0,206.0,206.0,0.38,380.0,380.0,380.0,75.0,75.0,75.0,119.0,119.0,119.0,0.3,0.3,0.38
-32.78753149,-8.1968828725,62.62129879574559,-0.5878513625000004,"{'Ti': 1.0, 'Sn': 1.0, 'Ru': 2.0}",TiSnRu2,"['Ti', 'Sn', 'Ru']",3,0.0,0.11329999999999885,9.777328078368583,9.53e-05,mp-865888,cubic,108.0,108.0,108.0,108.0,202.0,202.0,202.0,202.0,0.0,349.0,349.0,349.0,106.0,106.0,106.0,129.0,129.0,129.0,0.27,0.27,0.0
-38.22919245,-9.5572981125,60.26323817300446,-0.6640125062499997,"{'Ti': 2.0, 'Re': 1.0, 'Rh': 1.0}",Ti2ReRh,"['Ti', 'Re', 'Rh']",3,0.0,0.0,10.604352956601444,0.0005611,mp-865948,cubic,101.0,101.0,102.0,101.0,215.0,215.0,215.0,215.0,0.09,373.0,373.0,373.0,91.0,91.0,91.0,135.0,135.0,135.0,0.3,0.3,0.09
-37.11339829,-9.2783495725,57.10035761621215,-0.4426119074999999,"{'Ti': 2.0, 'Co': 1.0, 'Re': 1.0}",Ti2CoRe,"['Ti', 'Co', 'Re']",3,0.0,0.0,9.912983757436496,0.0001082,mp-861641,cubic,96.0,97.0,98.0,97.0,196.0,196.0,196.0,196.0,0.08,348.0,348.0,348.0,87.0,87.0,87.0,120.0,120.0,120.0,0.29,0.29,0.08
-38.59478753,-9.6486968825,57.34973934476063,-0.29961204866379276,"{'Ti': 2.0, 'Mn': 1.0, 'Re': 1.0}",Ti2MnRe,"['Ti', 'Mn', 'Re']",3,0.023160790949999566,0.0,9.754199780726733,1.4399916,mp-972396,cubic,66.0,66.0,67.0,66.0,167.0,167.0,167.0,167.0,0.07,270.0,270.0,270.0,60.0,60.0,60.0,116.0,116.0,116.0,0.32,0.32,0.07
-43.46311082,-10.865777705,58.378755265387404,-0.39916185999999954,"{'Ti': 1.0, 'V': 1.0, 'Re': 2.0}",TiVRe2,"['Ti', 'V', 'Re']",3,0.0,0.0,13.4035637922354,0.0006281,mp-865916,cubic,114.0,115.0,116.0,115.0,255.0,255.0,255.0,255.0,0.08,435.0,435.0,435.0,104.0,104.0,104.0,165.0,165.0,165.0,0.3,0.3,0.08
-19.10758039,-6.369193463333333,52.97627225851153,1.0469741627777782,"{'Li': 1.0, 'Ti': 1.0, 'Re': 1.0}",LiTiRe,"['Li', 'Ti', 'Re']",3,1.312413091111111,0.0,7.554605223705556,0.0329506,mp-631319,cubic,-28.0,-31.0,-35.0,-31.0,96.0,96.0,96.0,96.0,1.4,73.0,73.0,73.0,-48.0,-48.0,-48.0,107.0,107.0,107.0,0.68,0.68,1.4
-46.44981266,-11.612453165,63.54652976985837,-0.4519820424999992,"{'Ta': 1.0, 'Ti': 1.0, 'Re': 2.0}",TaTiRe2,"['Ta', 'Ti', 'Re']",3,0.0,0.0,15.710756304456945,0.0017895,mp-867846,cubic,117.0,117.0,118.0,117.0,263.0,263.0,263.0,263.0,0.03,434.0,434.0,434.0,111.0,111.0,111.0,177.0,177.0,177.0,0.31,0.31,0.03
-30.75484764,-7.68871191,61.47607703453345,-0.3151885424999996,"{'Ti': 2.0, 'Zn': 1.0, 'Re': 1.0}",Ti2ZnRe,"['Ti', 'Zn', 'Re']",3,0.0,0.0,9.382320287930964,0.0023941,mp-866183,cubic,58.0,62.0,66.0,62.0,166.0,166.0,166.0,166.0,0.66,220.0,220.0,220.0,83.0,83.0,83.0,139.0,139.0,139.0,0.33,0.33,0.66
-36.96020689,-9.2400517225,61.71069977211489,-0.66366657875,"{'Ti': 2.0, 'Re': 1.0, 'Pt': 1.0}",Ti2RePt,"['Ti', 'Re', 'Pt']",3,0.06912505000000024,0.0,12.83600171720623,0.0005296,mp-865877,cubic,75.0,78.0,81.0,78.0,209.0,209.0,209.0,209.0,0.38,284.0,284.0,284.0,98.0,98.0,98.0,171.0,171.0,171.0,0.33,0.33,0.38
-40.11111318,-10.027778295,60.2630638771469,-0.7595124737499983,"{'Ti': 2.0, 'Re': 1.0, 'Ir': 1.0}",Ti2ReIr,"['Ti', 'Re', 'Ir']",3,0.0,0.0,13.06534769533194,0.0001258,mp-865717,cubic,116.0,117.0,117.0,117.0,236.0,236.0,236.0,236.0,0.06,413.0,413.0,413.0,107.0,107.0,107.0,147.0,147.0,147.0,0.29,0.29,0.06
-40.37193357,-10.0929833925,60.55868666128595,-0.4441701987499993,"{'Ti': 2.0, 'Re': 1.0, 'Tc': 1.0}",Ti2ReTc,"['Ti', 'Re', 'Tc']",3,0.003304804999999078,0.0,10.418106935373775,6.6e-05,mp-972241,cubic,76.0,77.0,78.0,77.0,192.0,192.0,192.0,192.0,0.15,319.0,319.0,319.0,67.0,67.0,67.0,128.0,128.0,128.0,0.32,0.32,0.15
-42.16137397,-10.5403434925,59.67332239746906,-0.27513853125000054,"{'Ti': 1.0, 'Re': 1.0, 'Tc': 2.0}",TiReTc2,"['Ti', 'Re', 'Tc']",3,0.0,0.0,11.967737840573426,0.0007125,mp-865665,cubic,123.0,123.0,123.0,123.0,273.0,273.0,273.0,273.0,0.01,445.0,445.0,445.0,119.0,119.0,119.0,187.0,187.0,187.0,0.3,0.3,0.01
-35.72278272,-8.93069568,57.770432831296475,-0.4270820137499989,"{'Ti': 2.0, 'Re': 1.0, 'Ni': 1.0}",Ti2ReNi,"['Ti', 'Re', 'Ni']",3,0.0,0.0,9.791111142955184,0.0257024,mp-865728,cubic,78.0,79.0,80.0,79.0,192.0,192.0,192.0,192.0,0.11,280.0,280.0,280.0,89.0,89.0,89.0,149.0,149.0,149.0,0.32,0.32,0.11
-47.1208138,-11.78020345,61.69612167006924,-0.3446450300000006,"{'Ti': 1.0, 'Re': 2.0, 'W': 1.0}",TiRe2W,"['Ti', 'Re', 'W']",3,0.0,0.0,16.2597987409657,5.24e-05,mp-865664,cubic,145.0,146.0,147.0,146.0,285.0,285.0,285.0,285.0,0.05,506.0,506.0,506.0,134.0,134.0,134.0,175.0,175.0,175.0,0.28,0.28,0.05
-44.38320679,-11.0958016975,63.71671880174815,-0.37444863500000025,"{'Ti': 1.0, 'Nb': 1.0, 'Re': 2.0}",TiNbRe2,"['Ti', 'Nb', 'Re']",3,0.0,0.0,13.374318530550559,0.0003995,mp-865653,cubic,114.0,115.0,115.0,115.0,254.0,254.0,254.0,254.0,0.04,425.0,425.0,425.0,106.0,106.0,106.0,168.0,168.0,168.0,0.3,0.3,0.04
-35.36711298,-8.841778245,61.83373115206759,-0.4889982937500008,"{'Ti': 2.0, 'Re': 1.0, 'Pd': 1.0}",Ti2RePd,"['Ti', 'Re', 'Pd']",3,0.0,0.0,10.429398330465762,0.0017681,mp-865538,cubic,73.0,73.0,74.0,73.0,192.0,192.0,192.0,192.0,0.11,274.0,274.0,274.0,83.0,83.0,83.0,151.0,151.0,151.0,0.33,0.33,0.11
-16.69397968,-2.08674746,204.17948903982207,0.23660595087500003,"{'K': 1.0, 'Mg': 6.0, 'Ti': 1.0}",KMg6Ti,"['K', 'Mg', 'Ti']",3,0.25453306293875855,0.0,1.8932640687305922,2.0556465,mp-1021423,tetragonal,14.0,16.0,18.0,16.0,26.0,26.0,27.0,26.0,1.7,38.0,43.0,43.0,11.0,29.0,29.0,22.0,22.0,13.0,0.25,0.25,1.7
-34.60820905,-8.6520522625,56.29973360841226,-0.5794718349137931,"{'Ti': 2.0, 'Mn': 1.0, 'Rh': 1.0}",Ti2MnRh,"['Ti', 'Mn', 'Rh']",3,0.0,0.0,7.47917250930123,0.0001128,mp-866218,cubic,77.0,81.0,85.0,81.0,190.0,190.0,190.0,190.0,0.52,349.0,349.0,349.0,62.0,62.0,62.0,110.0,110.0,110.0,0.31,0.31,0.52
-34.06800112,-8.51700028,58.467819404643905,-0.5835556724137927,"{'Ti': 1.0, 'Mn': 1.0, 'Rh': 2.0}",TiMnRh2,"['Ti', 'Mn', 'Rh']",3,0.0,0.0,8.764975409043215,4.8148993,mp-865523,cubic,68.0,72.0,76.0,72.0,183.0,183.0,183.0,183.0,0.53,248.0,248.0,248.0,93.0,93.0,93.0,151.0,151.0,151.0,0.33,0.33,0.53
-29.02775954,-7.256939885,57.88087530068754,-0.856899415,"{'Ti': 1.0, 'Ga': 1.0, 'Rh': 2.0}",TiGaRh2,"['Ti', 'Ga', 'Rh']",3,0.0,0.0,9.278021313391015,0.0003664,mp-866157,cubic,-135.0,-47.0,41.0,-47.0,194.0,194.0,194.0,194.0,-6.52,157.0,157.0,157.0,87.0,87.0,87.0,213.0,213.0,213.0,0.63,0.63,-6.52
-18.79051953,-6.26350651,51.61653729253074,-0.17628906999999927,"{'Ti': 1.0, 'Ga': 1.0, 'Rh': 1.0}",TiGaRh,"['Ti', 'Ga', 'Rh']",3,0.5522619933333353,0.0,7.093490012405063,0.0002503,mp-567679,cubic,-38.0,-40.0,-42.0,-40.0,136.0,136.0,136.0,136.0,0.42,99.0,99.0,99.0,-51.0,-51.0,-51.0,155.0,155.0,155.0,0.66,0.66,0.42
-27.10986018,-6.777465045,54.90644711569953,-0.6572163416666656,"{'Li': 1.0, 'Ti': 1.0, 'Rh': 2.0}",LiTiRh2,"['Li', 'Ti', 'Rh']",3,0.0,0.0,7.881916491269074,0.0004528,mp-863727,cubic,62.0,62.0,62.0,62.0,154.0,154.0,154.0,154.0,0.01,241.0,241.0,241.0,60.0,60.0,60.0,110.0,110.0,110.0,0.32,0.32,0.01
-26.974338,-6.7435845,57.14958156030632,-0.785701358749999,"{'Ti': 1.0, 'Zn': 1.0, 'Rh': 2.0}",TiZnRh2,"['Ti', 'Zn', 'Rh']",3,0.0,0.0,9.271396477069045,0.0001096,mp-861961,cubic,82.0,83.0,84.0,83.0,193.0,193.0,193.0,193.0,0.14,283.0,283.0,283.0,95.0,95.0,95.0,148.0,148.0,148.0,0.31,0.31,0.14
-27.31122744,-6.82780686,59.57986660546329,-0.7855648908333324,"{'Mg': 1.0, 'Ti': 1.0, 'Rh': 2.0}",MgTiRh2,"['Mg', 'Ti', 'Rh']",3,0.0,0.0,7.74761102449901,1.59e-05,mp-864919,cubic,77.0,77.0,77.0,77.0,163.0,163.0,163.0,163.0,0.01,272.0,272.0,272.0,74.0,74.0,74.0,108.0,108.0,108.0,0.3,0.3,0.01
-29.53076775,-7.3826919375,52.13987675278175,-0.8048207312499995,"{'Ti': 1.0, 'Be': 1.0, 'Rh': 2.0}",TiBeRh2,"['Ti', 'Be', 'Rh']",3,0.0,0.0,8.366097827417509,0.0001347,mp-866143,cubic,93.0,94.0,94.0,94.0,204.0,204.0,204.0,204.0,0.02,339.0,339.0,339.0,89.0,89.0,89.0,136.0,136.0,136.0,0.3,0.3,0.02
-36.44851241,-9.1121281025,59.716795283760234,-0.7398193150000001,"{'Ti': 2.0, 'Tc': 1.0, 'Rh': 1.0}",Ti2TcRh,"['Ti', 'Tc', 'Rh']",3,0.0,0.0,8.248625468028864,0.0001351,mp-865649,cubic,91.0,94.0,97.0,94.0,204.0,204.0,204.0,204.0,0.28,371.0,371.0,371.0,77.0,77.0,77.0,121.0,121.0,121.0,0.3,0.3,0.28
-50.34519462,-6.2931493275,144.1566893030836,-0.46599572374999987,"{'Ti': 3.0, 'In': 3.0, 'Rh': 2.0}",Ti3In3Rh2,"['Ti', 'In', 'Rh']",3,0.0,0.0,7.992633609690073,0.0026893,mp-11073,hexagonal,56.0,56.0,56.0,56.0,121.0,122.0,122.0,122.0,0.02,205.0,205.0,182.0,57.0,57.0,54.0,97.0,79.0,79.0,0.3,0.3,0.02
-27.95003541,-6.9875088525,63.94056400815262,-0.6565699299999999,"{'Ti': 1.0, 'In': 1.0, 'Rh': 2.0}",TiInRh2,"['Ti', 'In', 'Rh']",3,0.0,0.0,9.56985621534108,0.0011075,mp-866170,cubic,-233.0,-103.0,28.0,-103.0,174.0,174.0,174.0,174.0,-5.6,133.0,133.0,133.0,67.0,67.0,67.0,194.0,194.0,194.0,0.87,0.87,-5.6
-29.26000346,-7.315000865,64.46101785151355,-0.6739091300000002,"{'Ti': 1.0, 'Sn': 1.0, 'Rh': 2.0}",TiSnRh2,"['Ti', 'Sn', 'Rh']",3,0.0,0.0,9.592849175255795,0.0010296,mp-865707,cubic,139.0,70.0,1.0,70.0,180.0,180.0,180.0,180.0,-4.97,93.0,93.0,93.0,45.0,45.0,45.0,223.0,223.0,223.0,0.33,0.33,-4.97
-33.60219457,-8.4005486425,52.343344197603265,-0.38551615616379387,"{'Ti': 2.0, 'Mn': 1.0, 'Co': 1.0}",Ti2MnCo,"['Ti', 'Mn', 'Co']",3,0.0,0.0,6.649511889613007,0.0410014,mp-863690,cubic,81.0,84.0,88.0,84.0,181.0,181.0,181.0,181.0,0.42,340.0,340.0,340.0,67.0,67.0,67.0,101.0,101.0,101.0,0.3,0.3,0.42
-32.44781813,-8.1119545325,49.85390171627393,-0.29360580741379394,"{'Ti': 1.0, 'Mn': 1.0, 'Co': 2.0}",TiMnCo2,"['Ti', 'Mn', 'Co']",3,0.0,0.0,7.350147653148816,4.9733084,mp-865537,cubic,74.0,78.0,82.0,78.0,173.0,173.0,173.0,173.0,0.56,242.0,242.0,242.0,102.0,102.0,102.0,138.0,138.0,138.0,0.3,0.3,0.56
-26.75564064,-6.68891016,57.37987354888632,-0.20728181124999967,"{'Ti': 2.0, 'Ga': 1.0, 'Co': 1.0}",Ti2GaCo,"['Ti', 'Ga', 'Co']",3,0.23653307666666556,0.0,6.4937174293707365,0.0035166,mp-999054,cubic,46.0,51.0,56.0,51.0,125.0,125.0,125.0,125.0,1.07,164.0,164.0,164.0,74.0,74.0,74.0,105.0,105.0,105.0,0.32,0.32,1.07
-27.25051096,-6.81262774,49.71318504511243,-0.5276831524999999,"{'Ti': 1.0, 'Ga': 1.0, 'Co': 2.0}",TiGaCo2,"['Ti', 'Ga', 'Co']",3,0.0,0.0,7.864805558541562,1.0003622,mp-20145,cubic,65.0,74.0,83.0,74.0,185.0,185.0,185.0,185.0,1.42,238.0,238.0,238.0,112.0,112.0,112.0,159.0,159.0,159.0,0.32,0.32,1.42
-32.47420101,-4.639171572857143,108.95412851135066,-0.33291153928571454,"{'Ti': 1.0, 'Ga': 5.0, 'Co': 1.0}",TiGa5Co,"['Ti', 'Ga', 'Co']",3,0.0068773432142856805,0.0,6.940854221434791,8.22e-05,mp-1025229,tetragonal,43.0,46.0,49.0,46.0,80.0,84.0,88.0,84.0,0.74,158.0,158.0,175.0,49.0,49.0,32.0,2.0,74.0,74.0,0.27,0.27,0.74
-24.79856569,-6.1996414225,49.23182457285274,-0.35685416374999956,"{'Ti': 1.0, 'Zn': 1.0, 'Co': 2.0}",TiZnCo2,"['Ti', 'Zn', 'Co']",3,0.0,0.0,7.796196299292522,1.76e-05,mp-865898,cubic,87.0,89.0,91.0,89.0,190.0,190.0,190.0,190.0,0.25,280.0,280.0,280.0,107.0,107.0,107.0,144.0,144.0,144.0,0.3,0.3,0.25
-27.58525941,-6.8963148525,43.70105367213365,-0.4335395287499999,"{'Ti': 1.0, 'Be': 1.0, 'Co': 2.0}",TiBeCo2,"['Ti', 'Be', 'Co']",3,0.0,0.0,6.639927979731838,1.48e-05,mp-866152,cubic,102.0,102.0,102.0,102.0,193.0,193.0,193.0,193.0,0.01,320.0,320.0,320.0,106.0,106.0,106.0,129.0,129.0,129.0,0.28,0.28,0.01
-34.2501375,-8.562534375,57.42391319446814,-0.6283209012499995,"{'Ti': 2.0, 'Co': 1.0, 'Ir': 1.0}",Ti2CoIr,"['Ti', 'Co', 'Ir']",3,0.0,0.0,10.03092135906687,0.0002482,mp-861639,cubic,61.0,64.0,68.0,64.0,193.0,193.0,193.0,193.0,0.55,251.0,251.0,251.0,84.0,84.0,84.0,165.0,165.0,165.0,0.35,0.35,0.55
-35.30526042,-8.826315105,55.876661616277225,-0.5115542587500013,"{'Ti': 2.0, 'Co': 1.0, 'Tc': 1.0}",Ti2CoTc,"['Ti', 'Co', 'Tc']",3,0.0,0.0,7.50874758816154,0.0035712,mp-862911,cubic,91.0,94.0,97.0,94.0,194.0,194.0,194.0,194.0,0.3,363.0,363.0,363.0,77.0,77.0,77.0,110.0,110.0,110.0,0.29,0.29,0.3
